frame,time,cell_id,row,col
42,6.3,14,18,31
42,6.3,13,21,33
42,6.3,16,24,10
42,6.3,19,25,5
42,6.3,12,26,47
42,6.3,20,30,11
42,6.3,4,32,26
42,6.3,1,33,38
42,6.3,2,34,21
42,6.3,6,38,29
42,6.3,8,40,37
42,6.3,18,43,7
42,6.3,5,43,11
42,6.3,3,45,32
42,6.3,9,46,21
42,6.3,10,49,10
42,6.3,7,49,15
43,6.45,21,3,30
43,6.45,17,7,5
43,6.45,11,9,13
43,6.45,24,9,28
43,6.45,25,9,35
43,6.45,15,10,46
43,6.45,23,13,29
43,6.45,22,17,32
43,6.45,14,19,31
43,6.45,13,21,33
43,6.45,16,24,10
43,6.45,19,25,5
43,6.45,12,26,47
43,6.45,20,30,11
43,6.45,4,32,26
43,6.45,1,33,38
43,6.45,2,34,21
43,6.45,6,39,29
43,6.45,8,40,37
43,6.45,18,43,7
43,6.45,5,43,11
43,6.45,9,46,21
43,6.45,3,46,32
43,6.45,7,48,15
43,6.45,10,49,9
44,6.6,21,3,30
44,6.6,17,7,5
44,6.6,11,9,13
44,6.6,24,9,28
44,6.6,25,9,35
44,6.6,15,10,46
44,6.6,23,13,29
44,6.6,22,18,32
44,6.6,14,19,31
44,6.6,13,21,33
44,6.6,16,23,10
44,6.6,19,25,5
44,6.6,12,26,47
44,6.6,20,30,11
44,6.6,4,32,26
44,6.6,1,33,37
44,6.6,2,34,21
44,6.6,6,39,29
44,6.6,8,40,37
44,6.6,18,43,7
44,6.6,5,43,11
44,6.6,9,46,21
44,6.6,3,46,32
44,6.6,7,48,15
44,6.6,10,49,9
45,6.75,21,3,30
45,6.75,17,7,4
45,6.75,11,9,13
45,6.75,24,9,28
45,6.75,25,9,35
45,6.75,15,10,46
45,6.75,23,13,29
45,6.75,22,18,32
45,6.75,14,19,31
45,6.75,13,21,33
45,6.75,16,23,10
45,6.75,19,25,6
45,6.75,12,26,47
45,6.75,20,30,11
45,6.75,4,32,26
45,6.75,1,33,36
45,6.75,2,34,21
45,6.75,6,39,29
45,6.75,8,40,37
45,6.75,18,43,7
45,6.75,5,43,11
45,6.75,3,45,32
45,6.75,9,46,21
45,6.75,7,48,15
45,6.75,10,49,9
46,6.8999999999999995,21,3,30
46,6.8999999999999995,17,7,4
46,6.8999999999999995,11,9,13
46,6.8999999999999995,24,9,28
46,6.8999999999999995,25,9,35
46,6.8999999999999995,15,10,45
46,6.8999999999999995,23,13,29
46,6.8999999999999995,22,17,32
46,6.8999999999999995,14,19,31
46,6.8999999999999995,13,21,33
46,6.8999999999999995,16,23,10
46,6.8999999999999995,19,25,6
46,6.8999999999999995,12,25,47
46,6.8999999999999995,20,30,11
46,6.8999999999999995,4,32,26
46,6.8999999999999995,1,33,36
46,6.8999999999999995,2,34,21
46,6.8999999999999995,6,39,29
46,6.8999999999999995,8,40,37
46,6.8999999999999995,18,43,7
46,6.8999999999999995,5,44,11
46,6.8999999999999995,3,45,31
46,6.8999999999999995,9,46,21
46,6.8999999999999995,7,48,15
46,6.8999999999999995,10,49,9
47,7.05,21,3,30
47,7.05,17,7,4
47,7.05,11,8,12
47,7.05,24,9,28
47,7.05,25,9,37
47,7.05,15,10,45
47,7.05,23,13,29
47,7.05,22,17,32
47,7.05,14,19,31
47,7.05,13,21,33
47,7.05,16,23,10
47,7.05,19,25,6
47,7.05,12,25,47
47,7.05,20,30,11
47,7.05,4,32,26
47,7.05,2,34,21
47,7.05,1,34,36
47,7.05,6,39,28
47,7.05,8,40,37
47,7.05,18,43,8
47,7.05,5,44,11
47,7.05,3,45,31
47,7.05,9,46,21
47,7.05,7,48,15
47,7.05,10,49,9
48,7.199999999999999,21,3,31
48,7.199999999999999,17,7,4
48,7.199999999999999,11,8,12
48,7.199999999999999,24,9,28
48,7.199999999999999,25,9,37
48,7.199999999999999,15,10,45
48,7.199999999999999,23,13,29
48,7.199999999999999,22,17,32
48,7.199999999999999,14,19,31
48,7.199999999999999,13,21,33
48,7.199999999999999,16,23,10
48,7.199999999999999,19,25,6
48,7.199999999999999,12,25,47
48,7.199999999999999,20,31,11
48,7.199999999999999,4,32,26
48,7.199999999999999,2,34,21
48,7.199999999999999,1,35,36
48,7.199999999999999,6,39,28
48,7.199999999999999,8,40,37
48,7.199999999999999,18,43,8
48,7.199999999999999,5,44,11
48,7.199999999999999,3,45,31
48,7.199999999999999,9,46,21
48,7.199999999999999,7,48,16
48,7.199999999999999,10,49,9
49,7.35,21,3,31
49,7.35,17,7,3
49,7.35,11,8,12
49,7.35,24,9,28
49,7.35,25,9,37
49,7.35,15,10,45
49,7.35,23,12,29
49,7.35,22,17,32
49,7.35,14,19,31
49,7.35,13,21,33
49,7.35,16,23,11
49,7.35,19,24,6
49,7.35,12,25,47
49,7.35,20,30,11
49,7.35,2,32,21
49,7.35,4,32,26
49,7.35,1,35,36
49,7.35,6,40,28
49,7.35,8,40,37
49,7.35,18,43,8
49,7.35,5,43,11
49,7.35,3,44,31
49,7.35,9,46,21
49,7.35,7,48,16
49,7.35,10,49,9
50,7.5,21,3,31
50,7.5,17,7,3
50,7.5,11,8,12
50,7.5,24,9,28
50,7.5,25,9,38
50,7.5,15,10,45
50,7.5,23,12,29
50,7.5,22,17,32
50,7.5,14,19,31
50,7.5,13,21,33
50,7.5,19,24,6
50,7.5,16,24,11
50,7.5,12,25,46
50,7.5,20,30,11
50,7.5,4,31,26
50,7.5,2,32,21
50,7.5,1,35,37
50,7.5,6,40,28
50,7.5,8,41,36
50,7.5,18,43,8
50,7.5,5,43,11
50,7.5,3,44,30
50,7.5,9,46,21
50,7.5,7,48,16
50,7.5,10,49,9
